Severity,Captions
mild ,"['Figure 4: Representative cases without malignant progression (A, B) and with malignant']"
mild ,"['Figure 4: Representative cases without malignant progression (A, B) and with malignant']"
,"['Figure 4: Chest CT image. Transverse chest CT images from a 65-year-old male patient showing bilateral large flaky ground glass shadows and consolidation on baseline period. At day 22, the intrapulmonary lesions were significantly absorbed and dissipated by meplazumab addon treatment. ']"
,"['Figure 4: Chest CT image. Transverse chest CT images from a 65-year-old male patient showing bilateral large flaky ground glass shadows and consolidation on baseline period. At day 22, the intrapulmonary lesions were significantly absorbed and dissipated by meplazumab addon treatment. ']"
,"['Figure 4: Chest CT image. Transverse chest CT images from a 65-year-old male patient showing bilateral large flaky ground glass shadows and consolidation on baseline period. At day 22, the intrapulmonary lesions were significantly absorbed and dissipated by meplazumab addon treatment. ']"
,"['Figure 4: Chest CT image. Transverse chest CT images from a 65-year-old male patient showing bilateral large flaky ground glass shadows and consolidation on baseline period. At day 22, the intrapulmonary lesions were significantly absorbed and dissipated by meplazumab addon treatment. ']"
,"['Figure 4: Chest CT image. Transverse chest CT images from a 65-year-old male patient showing bilateral large flaky ground glass shadows and consolidation on baseline period. At day 22, the intrapulmonary lesions were significantly absorbed and dissipated by meplazumab addon treatment. ']"
,"['Figure 4: Chest CT image. Transverse chest CT images from a 65-year-old male patient showing bilateral large flaky ground glass shadows and consolidation on baseline period. At day 22, the intrapulmonary lesions were significantly absorbed and dissipated by meplazumab addon treatment. ']"
,"['Figure 4: Chest CT image. Transverse chest CT images from a 65-year-old male patient showing bilateral large flaky ground glass shadows and consolidation on baseline period. At day 22, the intrapulmonary lesions were significantly absorbed and dissipated by meplazumab addon treatment. ']"
,"['Figure 4: Chest CT image. Transverse chest CT images from a 65-year-old male patient showing bilateral large flaky ground glass shadows and consolidation on baseline period. At day 22, the intrapulmonary lesions were significantly absorbed and dissipated by meplazumab addon treatment. ']"
,['Figure 2 Natural patient receiving danoprevir/ritonavir plus interferon nebulization (Patient 1)  ']
,['Figure 3 Experienced patient treated with lopinavir/ritonavir plus interferon nebulization for 3 days and switched to danoprevir/ritonavir plus interferon nebulization. ']
,['Figure 3 Experienced patient treated with lopinavir/ritonavir plus interferon nebulization for 3 days and switched to danoprevir/ritonavir plus interferon nebulization. ']
,"['Figure 4 Patient failed lopinavir/ritonavir plus interferon nebulization and switched to danoprevir/ritonavir without interferon nebulization (Patient 8) GGO, ground-glass opacity. Red arrows indicate the possible lesions. * Viral RNA was undetectable in both nasal and phlegm swabs. ']"
,"['Figure 4 Patient failed lopinavir/ritonavir plus interferon nebulization and switched to danoprevir/ritonavir without interferon nebulization (Patient 8) GGO, ground-glass opacity. Red arrows indicate the possible lesions. * Viral RNA was undetectable in both nasal and phlegm swabs. ']"
,"['Figure 4 Patient failed lopinavir/ritonavir plus interferon nebulization and switched to danoprevir/ritonavir without interferon nebulization (Patient 8) GGO, ground-glass opacity. Red arrows indicate the possible lesions. * Viral RNA was undetectable in both nasal and phlegm swabs. ']"
,"['Figure 1 Various chest CT imaging features of COVID-19 GGO, ground glass opacity A, GGO with bilateral and subpleural distribution']"
,"['Figure 1 Various chest CT imaging features of COVID-19 GGO, ground glass opacity B, crazy-paving pattern with subpleural and bilateral lower pulmonary distribution']"
,"['Figure 1 Various chest CT imaging features of COVID-19 GGO, ground glass opacity C, GGO']"
,"['Figure 1 Various chest CT imaging features of COVID-19 GGO, ground glass opacity D, GGO with bilateral and subpleural distribution']"
,"['Figure 1 Various chest CT imaging features of COVID-19 GGO, ground glass opacity E, GGO with crazy-paving pattern and air bronchogram']"
,"['Figure 1 Various chest CT imaging features of COVID-19 GGO, ground glass opacity F, GGO with consolidation']"
,"['Figure 1 Various chest CT imaging features of COVID-19 GGO, ground glass opacity G, GGO with air bronchogram and subpleural distribution']"
,"['Figure 1 Various chest CT imaging features of COVID-19 GGO, ground glass opacity H, GGO with unilateral and subpleural distribution']"
,"['Figure 1 Various chest CT imaging features of COVID-19 GGO, ground glass opacity ']"
,"['Figure 1 Various chest CT imaging features of COVID-19 GGO, ground glass opacity ']"
,"['Figure 1 Various chest CT imaging features of COVID-19 GGO, ground glass opacity ']"
,"['Figure 1 Various chest CT imaging features of COVID-19 GGO, ground glass opacity ']"
,"['Figure 1 Various chest CT imaging features of COVID-19 GGO, ground glass opacity ']"
,"['Figure 1 Various chest CT imaging features of COVID-19 GGO, ground glass opacity ']"
,Fig 2. Typical Features of CT Images of Paediatric Patients with COVID-19.
,Fig 2. Typical Features of CT Images of Paediatric Patients with COVID-19.
,"Figure S1. Representative dynamic changes in chest computer tomography (CT) scans from two patients with COVID-19. A1–A3, CT images of a 70- year-old male patient, who progressed from the non-severe to critical disease group, and died. A1 (day 1), A2 (day 4), A3 (day 9): below the pleura are scattered shadows of frosted glass, large sheet diffuse paving stones in both lungs, and extensive consolidation of both lungs with thickening of interlobular stroma repetitively. B1–B3, CT images of a 44-year-old female patient, who progressed from the critical to non-severe disease group. B1 (day 3) exhibiting extensive consolidation of both lungs; B2 (day 9) exhibiting frosted hyaline change and paving stone signs. B3 (day 20) showing significant resolution of ground-glass opacities and subpleural cord changes. "
,"Figure S1. Representative dynamic changes in chest computer tomography (CT) scans from two patients with COVID-19. A1–A3, CT images of a 70- year-old male patient, who progressed from the non-severe to critical disease group, and died. A1 (day 1), A2 (day 4), A3 (day 9): below the pleura are scattered shadows of frosted glass, large sheet diffuse paving stones in both lungs, and extensive consolidation of both lungs with thickening of interlobular stroma repetitively. B1–B3, CT images of a 44-year-old female patient, who progressed from the critical to non-severe disease group. B1 (day 3) exhibiting extensive consolidation of both lungs; B2 (day 9) exhibiting frosted hyaline change and paving stone signs. B3 (day 20) showing significant resolution of ground-glass opacities and subpleural cord changes. "
,"Figure S1. Representative dynamic changes in chest computer tomography (CT) scans from two patients with COVID-19. A1–A3, CT images of a 70- year-old male patient, who progressed from the non-severe to critical disease group, and died. A1 (day 1), A2 (day 4), A3 (day 9): below the pleura are scattered shadows of frosted glass, large sheet diffuse paving stones in both lungs, and extensive consolidation of both lungs with thickening of interlobular stroma repetitively. B1–B3, CT images of a 44-year-old female patient, who progressed from the critical to non-severe disease group. B1 (day 3) exhibiting extensive consolidation of both lungs; B2 (day 9) exhibiting frosted hyaline change and paving stone signs. B3 (day 20) showing significant resolution of ground-glass opacities and subpleural cord changes. "
,"Figure S1. Representative dynamic changes in chest computer tomography (CT) scans from two patients with COVID-19. A1–A3, CT images of a 70- year-old male patient, who progressed from the non-severe to critical disease group, and died. A1 (day 1), A2 (day 4), A3 (day 9): below the pleura are scattered shadows of frosted glass, large sheet diffuse paving stones in both lungs, and extensive consolidation of both lungs with thickening of interlobular stroma repetitively. B1–B3, CT images of a 44-year-old female patient, who progressed from the critical to non-severe disease group. B1 (day 3) exhibiting extensive consolidation of both lungs; B2 (day 9) exhibiting frosted hyaline change and paving stone signs. B3 (day 20) showing significant resolution of ground-glass opacities and subpleural cord changes. "
,"Figure S1. Representative dynamic changes in chest computer tomography (CT) scans from two patients with COVID-19. A1–A3, CT images of a 70- year-old male patient, who progressed from the non-severe to critical disease group, and died. A1 (day 1), A2 (day 4), A3 (day 9): below the pleura are scattered shadows of frosted glass, large sheet diffuse paving stones in both lungs, and extensive consolidation of both lungs with thickening of interlobular stroma repetitively. B1–B3, CT images of a 44-year-old female patient, who progressed from the critical to non-severe disease group. B1 (day 3) exhibiting extensive consolidation of both lungs; B2 (day 9) exhibiting frosted hyaline change and paving stone signs. B3 (day 20) showing significant resolution of ground-glass opacities and subpleural cord changes. "
,"Figure S1. Representative dynamic changes in chest computer tomography (CT) scans from two patients with COVID-19. A1–A3, CT images of a 70- year-old male patient, who progressed from the non-severe to critical disease group, and died. A1 (day 1), A2 (day 4), A3 (day 9): below the pleura are scattered shadows of frosted glass, large sheet diffuse paving stones in both lungs, and extensive consolidation of both lungs with thickening of interlobular stroma repetitively. B1–B3, CT images of a 44-year-old female patient, who progressed from the critical to non-severe disease group. B1 (day 3) exhibiting extensive consolidation of both lungs; B2 (day 9) exhibiting frosted hyaline change and paving stone signs. B3 (day 20) showing significant resolution of ground-glass opacities and subpleural cord changes. "
,CT scan of the four cases 
,CT scan of the four cases 
,CT scan of the four cases 
,CT scan of the four cases 
,"Fig2. Chest CT images of a 26-year-old patient with COVID-19. a Chest CT images obtained on February 2, 2020, showed ground glass opacity in both lungs on day 5 after symptom onset. b Images taken on February 12,2020, indicated the lesions increased obviously. C Images taken on February 19, 2020.revealed bilateral ground glass opacity absorbed dramatically, and the patient discharged from hospital and return to the local hospital. "
,"Fig2. Chest CT images of a 26-year-old patient with COVID-19. a Chest CT images obtained on February 2, 2020, showed ground glass opacity in both lungs on day 5 after symptom onset. b Images taken on February 12,2020, indicated the lesions increased obviously. C Images taken on February 19, 2020.revealed bilateral ground glass opacity absorbed dramatically, and the patient discharged from hospital and return to the local hospital. "
,"Fig2. Chest CT images of a 26-year-old patient with COVID-19. a Chest CT images obtained on February 2, 2020, showed ground glass opacity in both lungs on day 5 after symptom onset. b Images taken on February 12,2020, indicated the lesions increased obviously. C Images taken on February 19, 2020.revealed bilateral ground glass opacity absorbed dramatically, and the patient discharged from hospital and return to the local hospital. "
,"Fig2. Chest CT images of a 26-year-old patient with COVID-19. a Chest CT images obtained on February 2, 2020, showed ground glass opacity in both lungs on day 5 after symptom onset. b Images taken on February 12,2020, indicated the lesions increased obviously. C Images taken on February 19, 2020.revealed bilateral ground glass opacity absorbed dramatically, and the patient discharged from hospital and return to the local hospital. "
,"Fig2. Chest CT images of a 26-year-old patient with COVID-19. a Chest CT images obtained on February 2, 2020, showed ground glass opacity in both lungs on day 5 after symptom onset. b Images taken on February 12,2020, indicated the lesions increased obviously. C Images taken on February 19, 2020.revealed bilateral ground glass opacity absorbed dramatically, and the patient discharged from hospital and return to the local hospital. "
,"Fig2. Chest CT images of a 26-year-old patient with COVID-19. a Chest CT images obtained on February 2, 2020, showed ground glass opacity in both lungs on day 5 after symptom onset. b Images taken on February 12,2020, indicated the lesions increased obviously. C Images taken on February 19, 2020.revealed bilateral ground glass opacity absorbed dramatically, and the patient discharged from hospital and return to the local hospital. "
,"Fig2. Chest CT images of a 26-year-old patient with COVID-19. a Chest CT images obtained on February 2, 2020, showed ground glass opacity in both lungs on day 5 after symptom onset. b Images taken on February 12,2020, indicated the lesions increased obviously. C Images taken on February 19, 2020.revealed bilateral ground glass opacity absorbed dramatically, and the patient discharged from hospital and return to the local hospital. "
,"Fig2. Chest CT images of a 26-year-old patient with COVID-19. a Chest CT images obtained on February 2, 2020, showed ground glass opacity in both lungs on day 5 after symptom onset. b Images taken on February 12,2020, indicated the lesions increased obviously. C Images taken on February 19, 2020.revealed bilateral ground glass opacity absorbed dramatically, and the patient discharged from hospital and return to the local hospital. "
,"Fig3. Chest CT images of a 62-year-old patient with COVID-19. a Chest CT images obtained on February 2, 2020, showed ground glass opacity in both lungs on day 5 after symptom onset. b Images taken on February 11,2020, revealed the lesions increased rapidly, and the patient died on February 16,2020. "
,"Fig3. Chest CT images of a 62-year-old patient with COVID-19. a Chest CT images obtained on February 2, 2020, showed ground glass opacity in both lungs on day 5 after symptom onset. b Images taken on February 11,2020, revealed the lesions increased rapidly, and the patient died on February 16,2020. "
,"Fig3. Chest CT images of a 62-year-old patient with COVID-19. a Chest CT images obtained on February 2, 2020, showed ground glass opacity in both lungs on day 5 after symptom onset. b Images taken on February 11,2020, revealed the lesions increased rapidly, and the patient died on February 16,2020. "
,"Fig3. Chest CT images of a 62-year-old patient with COVID-19. a Chest CT images obtained on February 2, 2020, showed ground glass opacity in both lungs on day 5 after symptom onset. b Images taken on February 11,2020, revealed the lesions increased rapidly, and the patient died on February 16,2020. "
,"Fig3. Chest CT images of a 62-year-old patient with COVID-19. a Chest CT images obtained on February 2, 2020, showed ground glass opacity in both lungs on day 5 after symptom onset. b Images taken on February 11,2020, revealed the lesions increased rapidly, and the patient died on February 16,2020. "
,"Fig3. Chest CT images of a 62-year-old patient with COVID-19. a Chest CT images obtained on February 2, 2020, showed ground glass opacity in both lungs on day 5 after symptom onset. b Images taken on February 11,2020, revealed the lesions increased rapidly, and the patient died on February 16,2020. "
,"A 61-year-old man from Lodi (endemic city in Lombardy) attended to the emergency department of San Raffaele Hospital in Milan for fever, caught and dyspnoea. Epidemiologic, clinical evaluation and lab tests resulted highly suspicious for SARS-CoV2 infection. Nasopharyngeal swab was collected, and chest CT was immediately performed. CT showed peripheral opacity (A) with ground- glass opacities and crazy-paving pattern involving mainly the upper left lobe (B-D) and the lower right lobe (D-E), with typical posterior involvement. CT findings were highly suggestive for SARS- CoV2 pneumonia. 3D volume rendering CT reconstruction captures the overall pulmonary involvement (F). Results from the first swab (available 24 hours later) resulted negative. Another swab was taken after 3 days, resulting positive. "
,"A 61-year-old man from Lodi (endemic city in Lombardy) attended to the emergency department of San Raffaele Hospital in Milan for fever, caught and dyspnoea. Epidemiologic, clinical evaluation and lab tests resulted highly suspicious for SARS-CoV2 infection. Nasopharyngeal swab was collected, and chest CT was immediately performed. CT showed peripheral opacity (A) with ground- glass opacities and crazy-paving pattern involving mainly the upper left lobe (B-D) and the lower right lobe (D-E), with typical posterior involvement. CT findings were highly suggestive for SARS- CoV2 pneumonia. 3D volume rendering CT reconstruction captures the overall pulmonary involvement (F). Results from the first swab (available 24 hours later) resulted negative. Another swab was taken after 3 days, resulting positive. "
,"A 61-year-old man from Lodi (endemic city in Lombardy) attended to the emergency department of San Raffaele Hospital in Milan for fever, caught and dyspnoea. Epidemiologic, clinical evaluation and lab tests resulted highly suspicious for SARS-CoV2 infection. Nasopharyngeal swab was collected, and chest CT was immediately performed. CT showed peripheral opacity (A) with ground- glass opacities and crazy-paving pattern involving mainly the upper left lobe (B-D) and the lower right lobe (D-E), with typical posterior involvement. CT findings were highly suggestive for SARS- CoV2 pneumonia. 3D volume rendering CT reconstruction captures the overall pulmonary involvement (F). Results from the first swab (available 24 hours later) resulted negative. Another swab was taken after 3 days, resulting positive. "
,"A 61-year-old man from Lodi (endemic city in Lombardy) attended to the emergency department of San Raffaele Hospital in Milan for fever, caught and dyspnoea. Epidemiologic, clinical evaluation and lab tests resulted highly suspicious for SARS-CoV2 infection. Nasopharyngeal swab was collected, and chest CT was immediately performed. CT showed peripheral opacity (A) with ground- glass opacities and crazy-paving pattern involving mainly the upper left lobe (B-D) and the lower right lobe (D-E), with typical posterior involvement. CT findings were highly suggestive for SARS- CoV2 pneumonia. 3D volume rendering CT reconstruction captures the overall pulmonary involvement (F). Results from the first swab (available 24 hours later) resulted negative. Another swab was taken after 3 days, resulting positive. "
,"(a) Baseline chest CT shows tubular size increase of segmental vessel with normally ventilated adjacent lung parenchyma, (b) where after 3 days there is a ground-glass opacities. "
,"(a) Baseline chest CT shows tubular size increase of segmental vessel with normally ventilated adjacent lung parenchyma, (b) where after 3 days there is a ground-glass opacities. "
,(a) Follow-up CT after 3 days in a 65 years old woman shows increase size and density of the lesions 
,
,"Transverse chest computed tomograms from a 32 year old man, showing ground glass opacity and consolidation of lower lobe of right lung near the pleura on day 1 after symptom onset (top panel), and bilateral ground glass opacity and consolidation on day 7 after symptom onset (bottom panel) "
,"Transverse chest computed tomograms from a 32 year old man, showing ground glass opacity and consolidation of lower lobe of right lung near the pleura on day 1 after symptom onset (top panel), and bilateral ground glass opacity and consolidation on day 7 after symptom onset (bottom panel) "
,"Transverse chest computed tomograms from a 32 year old man, showing ground glass opacity and consolidation of lower lobe of right lung near the pleura on day 1 after symptom onset (top panel), and bilateral ground glass opacity and consolidation on day 7 after symptom onset (bottom panel) "
,"Transverse chest computed tomograms from a 32 year old man, showing ground glass opacity and consolidation of lower lobe of right lung near the pleura on day 1 after symptom onset (top panel), and bilateral ground glass opacity and consolidation on day 7 after symptom onset (bottom panel) "
,"Transverse chest computed tomograms from a 32 year old man, showing ground glass opacity and consolidation of lower lobe of right lung near the pleura on day 1 after symptom onset (top panel), and bilateral ground glass opacity and consolidation on day 7 after symptom onset (bottom panel) "
,"Transverse chest computed tomograms from a 32 year old man, showing ground glass opacity and consolidation of lower lobe of right lung near the pleura on day 1 after symptom onset (top panel), and bilateral ground glass opacity and consolidation on day 7 after symptom onset (bottom panel) "
,"Transverse chest computed tomograms from a 32 year old man, showing ground glass opacity and consolidation of lower lobe of right lung near the pleura on day 1 after symptom onset (top panel), and bilateral ground glass opacity and consolidation on day 7 after symptom onset (bottom panel) "
,"Transverse chest computed tomograms from a 32 year old man, showing ground glass opacity and consolidation of lower lobe of right lung near the pleura on day 1 after symptom onset (top panel), and bilateral ground glass opacity and consolidation on day 7 after symptom onset (bottom panel) "
,"CTscansofthe2019-nCoVnucleicacid–detectedpositivepatients.Increasingandmultifocalground-glasschangeswerevisible.(A)Patient1,January30,2020(hospital day 2, illness day 5, A-1); February 1, 2020 (hospital day 4, illness day 7, A-2). (B) Patient 2, January 30, 2020 (hospital day 2, illness day 5, B-1); February 1, 2020 (hospital day 4, illness day 7, B-2). (C) Patient 3, January 30, 2020 (hospital day 1, illness day 6, C-1); February 1, 2020 (hospital day 3, illness day 8, C-2). (D) Suspected case 1, January 31, 2020 (hospital day 1, illness day 4, D-1); February 1, 2020 (hospital day 6, illness day 9, D-2). (E) Suspected case 3, February 1, 2020 (hospital day 1, illness day 6, E-1); February 5, 2020 (hospital day 5, illness day 10, E-2). (F) Suspected case 4, January 31, 2020 (hospital day 1, illness day 2, F-1); February 1, 2020 (hospital day 4, illness day 5, F-2). "
,"CTscansofthe2019-nCoVnucleicacid–detectedpositivepatients.Increasingandmultifocalground-glasschangeswerevisible.(A)Patient1,January30,2020(hospital day 2, illness day 5, A-1); February 1, 2020 (hospital day 4, illness day 7, A-2). (B) Patient 2, January 30, 2020 (hospital day 2, illness day 5, B-1); February 1, 2020 (hospital day 4, illness day 7, B-2). (C) Patient 3, January 30, 2020 (hospital day 1, illness day 6, C-1); February 1, 2020 (hospital day 3, illness day 8, C-2). (D) Suspected case 1, January 31, 2020 (hospital day 1, illness day 4, D-1); February 1, 2020 (hospital day 6, illness day 9, D-2). (E) Suspected case 3, February 1, 2020 (hospital day 1, illness day 6, E-1); February 5, 2020 (hospital day 5, illness day 10, E-2). (F) Suspected case 4, January 31, 2020 (hospital day 1, illness day 2, F-1); February 1, 2020 (hospital day 4, illness day 5, F-2). "
,"CTscansofthe2019-nCoVnucleicacid–detectedpositivepatients.Increasingandmultifocalground-glasschangeswerevisible.(A)Patient1,January30,2020(hospital day 2, illness day 5, A-1); February 1, 2020 (hospital day 4, illness day 7, A-2). (B) Patient 2, January 30, 2020 (hospital day 2, illness day 5, B-1); February 1, 2020 (hospital day 4, illness day 7, B-2). (C) Patient 3, January 30, 2020 (hospital day 1, illness day 6, C-1); February 1, 2020 (hospital day 3, illness day 8, C-2). (D) Suspected case 1, January 31, 2020 (hospital day 1, illness day 4, D-1); February 1, 2020 (hospital day 6, illness day 9, D-2). (E) Suspected case 3, February 1, 2020 (hospital day 1, illness day 6, E-1); February 5, 2020 (hospital day 5, illness day 10, E-2). (F) Suspected case 4, January 31, 2020 (hospital day 1, illness day 2, F-1); February 1, 2020 (hospital day 4, illness day 5, F-2). "
,"CTscansofthe2019-nCoVnucleicacid–detectedpositivepatients.Increasingandmultifocalground-glasschangeswerevisible.(A)Patient1,January30,2020(hospital day 2, illness day 5, A-1); February 1, 2020 (hospital day 4, illness day 7, A-2). (B) Patient 2, January 30, 2020 (hospital day 2, illness day 5, B-1); February 1, 2020 (hospital day 4, illness day 7, B-2). (C) Patient 3, January 30, 2020 (hospital day 1, illness day 6, C-1); February 1, 2020 (hospital day 3, illness day 8, C-2). (D) Suspected case 1, January 31, 2020 (hospital day 1, illness day 4, D-1); February 1, 2020 (hospital day 6, illness day 9, D-2). (E) Suspected case 3, February 1, 2020 (hospital day 1, illness day 6, E-1); February 5, 2020 (hospital day 5, illness day 10, E-2). (F) Suspected case 4, January 31, 2020 (hospital day 1, illness day 2, F-1); February 1, 2020 (hospital day 4, illness day 5, F-2). "
,"CTscansofthe2019-nCoVnucleicacid–detectedpositivepatients.Increasingandmultifocalground-glasschangeswerevisible.(A)Patient1,January30,2020(hospital day 2, illness day 5, A-1); February 1, 2020 (hospital day 4, illness day 7, A-2). (B) Patient 2, January 30, 2020 (hospital day 2, illness day 5, B-1); February 1, 2020 (hospital day 4, illness day 7, B-2). (C) Patient 3, January 30, 2020 (hospital day 1, illness day 6, C-1); February 1, 2020 (hospital day 3, illness day 8, C-2). (D) Suspected case 1, January 31, 2020 (hospital day 1, illness day 4, D-1); February 1, 2020 (hospital day 6, illness day 9, D-2). (E) Suspected case 3, February 1, 2020 (hospital day 1, illness day 6, E-1); February 5, 2020 (hospital day 5, illness day 10, E-2). (F) Suspected case 4, January 31, 2020 (hospital day 1, illness day 2, F-1); February 1, 2020 (hospital day 4, illness day 5, F-2). "
,"CTscansofthe2019-nCoVnucleicacid–detectedpositivepatients.Increasingandmultifocalground-glasschangeswerevisible.(A)Patient1,January30,2020(hospital day 2, illness day 5, A-1); February 1, 2020 (hospital day 4, illness day 7, A-2). (B) Patient 2, January 30, 2020 (hospital day 2, illness day 5, B-1); February 1, 2020 (hospital day 4, illness day 7, B-2). (C) Patient 3, January 30, 2020 (hospital day 1, illness day 6, C-1); February 1, 2020 (hospital day 3, illness day 8, C-2). (D) Suspected case 1, January 31, 2020 (hospital day 1, illness day 4, D-1); February 1, 2020 (hospital day 6, illness day 9, D-2). (E) Suspected case 3, February 1, 2020 (hospital day 1, illness day 6, E-1); February 5, 2020 (hospital day 5, illness day 10, E-2). (F) Suspected case 4, January 31, 2020 (hospital day 1, illness day 2, F-1); February 1, 2020 (hospital day 4, illness day 5, F-2). "
,"CTscansofthe2019-nCoVnucleicacid–detectedpositivepatients.Increasingandmultifocalground-glasschangeswerevisible.(A)Patient1,January30,2020(hospital day 2, illness day 5, A-1); February 1, 2020 (hospital day 4, illness day 7, A-2). (B) Patient 2, January 30, 2020 (hospital day 2, illness day 5, B-1); February 1, 2020 (hospital day 4, illness day 7, B-2). (C) Patient 3, January 30, 2020 (hospital day 1, illness day 6, C-1); February 1, 2020 (hospital day 3, illness day 8, C-2). (D) Suspected case 1, January 31, 2020 (hospital day 1, illness day 4, D-1); February 1, 2020 (hospital day 6, illness day 9, D-2). (E) Suspected case 3, February 1, 2020 (hospital day 1, illness day 6, E-1); February 5, 2020 (hospital day 5, illness day 10, E-2). (F) Suspected case 4, January 31, 2020 (hospital day 1, illness day 2, F-1); February 1, 2020 (hospital day 4, illness day 5, F-2). "
,"CTscansofthe2019-nCoVnucleicacid–detectedpositivepatients.Increasingandmultifocalground-glasschangeswerevisible.(A)Patient1,January30,2020(hospital day 2, illness day 5, A-1); February 1, 2020 (hospital day 4, illness day 7, A-2). (B) Patient 2, January 30, 2020 (hospital day 2, illness day 5, B-1); February 1, 2020 (hospital day 4, illness day 7, B-2). (C) Patient 3, January 30, 2020 (hospital day 1, illness day 6, C-1); February 1, 2020 (hospital day 3, illness day 8, C-2). (D) Suspected case 1, January 31, 2020 (hospital day 1, illness day 4, D-1); February 1, 2020 (hospital day 6, illness day 9, D-2). (E) Suspected case 3, February 1, 2020 (hospital day 1, illness day 6, E-1); February 5, 2020 (hospital day 5, illness day 10, E-2). (F) Suspected case 4, January 31, 2020 (hospital day 1, illness day 2, F-1); February 1, 2020 (hospital day 4, illness day 5, F-2). "
,"CTscansofthe2019-nCoVnucleicacid–detectedpositivepatients.Increasingandmultifocalground-glasschangeswerevisible.(A)Patient1,January30,2020(hospital day 2, illness day 5, A-1); February 1, 2020 (hospital day 4, illness day 7, A-2). (B) Patient 2, January 30, 2020 (hospital day 2, illness day 5, B-1); February 1, 2020 (hospital day 4, illness day 7, B-2). (C) Patient 3, January 30, 2020 (hospital day 1, illness day 6, C-1); February 1, 2020 (hospital day 3, illness day 8, C-2). (D) Suspected case 1, January 31, 2020 (hospital day 1, illness day 4, D-1); February 1, 2020 (hospital day 6, illness day 9, D-2). (E) Suspected case 3, February 1, 2020 (hospital day 1, illness day 6, E-1); February 5, 2020 (hospital day 5, illness day 10, E-2). (F) Suspected case 4, January 31, 2020 (hospital day 1, illness day 2, F-1); February 1, 2020 (hospital day 4, illness day 5, F-2). "
,"CTscansofthe2019-nCoVnucleicacid–detectedpositivepatients.Increasingandmultifocalground-glasschangeswerevisible.(A)Patient1,January30,2020(hospital day 2, illness day 5, A-1); February 1, 2020 (hospital day 4, illness day 7, A-2). (B) Patient 2, January 30, 2020 (hospital day 2, illness day 5, B-1); February 1, 2020 (hospital day 4, illness day 7, B-2). (C) Patient 3, January 30, 2020 (hospital day 1, illness day 6, C-1); February 1, 2020 (hospital day 3, illness day 8, C-2). (D) Suspected case 1, January 31, 2020 (hospital day 1, illness day 4, D-1); February 1, 2020 (hospital day 6, illness day 9, D-2). (E) Suspected case 3, February 1, 2020 (hospital day 1, illness day 6, E-1); February 5, 2020 (hospital day 5, illness day 10, E-2). (F) Suspected case 4, January 31, 2020 (hospital day 1, illness day 2, F-1); February 1, 2020 (hospital day 4, illness day 5, F-2). "
,"CTscansofthe2019-nCoVnucleicacid–detectedpositivepatients.Increasingandmultifocalground-glasschangeswerevisible.(A)Patient1,January30,2020(hospital day 2, illness day 5, A-1); February 1, 2020 (hospital day 4, illness day 7, A-2). (B) Patient 2, January 30, 2020 (hospital day 2, illness day 5, B-1); February 1, 2020 (hospital day 4, illness day 7, B-2). (C) Patient 3, January 30, 2020 (hospital day 1, illness day 6, C-1); February 1, 2020 (hospital day 3, illness day 8, C-2). (D) Suspected case 1, January 31, 2020 (hospital day 1, illness day 4, D-1); February 1, 2020 (hospital day 6, illness day 9, D-2). (E) Suspected case 3, February 1, 2020 (hospital day 1, illness day 6, E-1); February 5, 2020 (hospital day 5, illness day 10, E-2). (F) Suspected case 4, January 31, 2020 (hospital day 1, illness day 2, F-1); February 1, 2020 (hospital day 4, illness day 5, F-2). "
,"CTscansofthe2019-nCoVnucleicacid–detectedpositivepatients.Increasingandmultifocalground-glasschangeswerevisible.(A)Patient1,January30,2020(hospital day 2, illness day 5, A-1); February 1, 2020 (hospital day 4, illness day 7, A-2). (B) Patient 2, January 30, 2020 (hospital day 2, illness day 5, B-1); February 1, 2020 (hospital day 4, illness day 7, B-2). (C) Patient 3, January 30, 2020 (hospital day 1, illness day 6, C-1); February 1, 2020 (hospital day 3, illness day 8, C-2). (D) Suspected case 1, January 31, 2020 (hospital day 1, illness day 4, D-1); February 1, 2020 (hospital day 6, illness day 9, D-2). (E) Suspected case 3, February 1, 2020 (hospital day 1, illness day 6, E-1); February 5, 2020 (hospital day 5, illness day 10, E-2). (F) Suspected case 4, January 31, 2020 (hospital day 1, illness day 2, F-1); February 1, 2020 (hospital day 4, illness day 5, F-2). "
,"Lower-limb compression ultrasonography was negative. Based on these findings, treatment with low molecular weight heparin, lopinavir/ritonavir, and hydroxychloroquine was started. "
,"Lower-limb compression ultrasonography was negative. Based on these findings, treatment with low molecular weight heparin, lopinavir/ritonavir, and hydroxychloroquine was started. "
,
,
,
,"confluent lesions are mainly distributed in peripheral lung along bronchovascular bundles. Most of lesions spare juxtapleural area, and minor proportion of lesions touch pleura. Lesions contain multiple air-bronchograms, and air-bronchogram in superior segment of right lower lobe is distorted (arrows) "
,Baseline axial and coronal chest CT images show confluent pure ground-glass opacities involving both lungs. Most of confluent and patchy ground-glass opacities about pleura and fissure in peripheral lung. A few calcified granulomas are incidentally noted in left upper lobe. 
